WindowID,WindowEndTime,Scenario,HorizontalLambdaMin,HorizontalCondition,HorizontalLogDet,FullRank,FullWeakSingularValue
1,125472.57,Alternating,0.000595873731831656,2.22894660878304,-6.10159185194276,9,0.0152732967184641
1,125472.57,Fixed-B1,0.000194065077507899,10.2720781701399,-6.41244690174168,9,0.00914933372374492
1,125472.57,Fixed-B2,8.98708203911699e-05,21.0015464253775,-6.7705113078539,9,0.00654077724093202
1,125472.57,Fixed-B3,8.31230015102197e-05,19.2747121110979,-6.87556966062498,9,0.0101116071701604
2,125832.57,Alternating,0.000569851806505167,2.37851618482473,-6.11217002918969,9,0.0139233084183443
2,125832.57,Fixed-B1,0.000165845002749891,12.0888041073372,-6.47821187729964,9,0.006986827410655
2,125832.57,Fixed-B2,0.000111543940415589,17.0499462425046,-6.67338501711435,9,0.0108930370172166
2,125832.57,Fixed-B3,7.08939831988965e-05,22.2088602418736,-6.9522549664627,9,0.0112180625239191
3,126192.57,Alternating,0.000531084445337817,2.69249024251168,-6.11951869722287,9,0.0142548845270192
3,126192.57,Fixed-B1,0.000128429212522166,15.6387241661498,-6.58847103744384,9,0.0147436537289888
3,126192.57,Fixed-B2,0.000132314051997992,14.4420795462478,-6.59715832471863,9,0.00807704856400709
3,126192.57,Fixed-B3,5.53698406919993e-05,28.07536986113,-7.06512795761277,9,0.00733474438658779
4,126552.57,Alternating,0.000567201930596565,2.36285778909288,-6.11908701414083,9,0.015730380857802
4,126552.57,Fixed-B1,9.7633258453353e-05,20.3775838422459,-6.7116517388853,9,0.0155574148264639
4,126552.57,Fixed-B2,0.000156887554691564,12.1365332311681,-6.52472835966534,9,0.0141131136430268
4,126552.57,Fixed-B3,4.43850106122067e-05,34.6450841969491,-7.1658857127014,9,0.0140027941105994
5,126912.57,Alternating,0.00059713004681615,2.15361141022919,-6.11469480566997,9,0.0145437083852363
5,126912.57,Fixed-B1,7.10979260650512e-05,27.5829651690165,-6.855645177674,9,0.0153438299674297
5,126912.57,Fixed-B2,0.000175393606262015,10.8016992234721,-6.47848040184529,9,0.0144352267341878
5,126912.57,Fixed-B3,3.57916340344411e-05,42.58126411703,-7.2632183849923,9,0.0137943961524507
6,127272.57,Alternating,0.000667034525978628,1.79692006109681,-6.09717461422719,9,0.0137488084776592
6,127272.57,Fixed-B1,5.29652190896892e-05,36.3194237155777,-6.99187949652296,9,0.0152856776645709
6,127272.57,Fixed-B2,0.0001872854514228,10.0459873764952,-6.45299928509682,9,0.0147051699571361
6,127272.57,Fixed-B3,2.88548961911065e-05,52.4551507056116,-7.35977281310736,9,0.0130358318932569
